N,P,K,temperature,humidity,ph,rainfall,label_es
12,63,17,18.358923000000001,19.377033959999999,5.7171433970000001,138.41476399999999,frijol rojo
27,56,20,19.259753669999998,20.513469560000001,5.5426901190000004,94.953352600000002,frijol rojo
7,63,24,22.954582370000001,24.035531049999999,5.8586178670000004,107.73153859999999,frijol rojo
24,67,22,20.120042999999999,22.898456070000002,5.6188442770000009,104.62521529999999,frijol rojo
11,71,24,21.140114229999998,22.718235499999999,5.6066203460000015,141.60567219999999,frijol rojo
37,74,15,24.923601040000001,18.22590825,5.5821784020000003,62.708916899999998,frijol rojo
25,76,24,15.330426360000001,24.915067279999999,5.5650353299999997,135.33155830000001,frijol rojo
34,66,17,18.810972710000001,21.278330350000001,5.8896145770000006,125.084915,frijol rojo
20,69,15,23.442606680000001,22.772559170000001,5.9341363779999998,107.41372459999999,frijol rojo
37,65,16,22.8352024,18.97267518,5.6835483079999998,63.592766730000001,frijol rojo
18,74,15,24.903581899999999,22.275127040000001,5.7083660299999996,146.47272369999999,frijol rojo
4,67,25,23.787095690000001,24.35679348,5.9481644539999996,119.6404412,frijol rojo
37,56,25,22.05592283,19.603793039999999,5.7747551439999985,126.7265372,frijol rojo
5,59,15,18.87492997,20.182383479999999,5.97229163,134.18117179999999,frijol rojo
11,61,21,18.623287739999999,23.02410338,5.5321005540000003,135.33780330000002,frijol rojo
22,80,20,23.00884744,18.868809970000001,5.6695607260000003,100.118612,frijol rojo
12,61,19,19.331626060000001,24.139950249999998,5.6557268170000006,68.512534270000003,frijol rojo
5,74,21,16.244691929999998,21.357938910000001,5.5917040139999985,66.970532570000003,frijol rojo
27,69,22,17.916522870000001,24.908146550000001,5.9323230850000002,69.146810220000006,frijol rojo
31,75,18,15.46789263,21.437807020000001,5.8242083089999985,88.887961020000006,frijol rojo
36,68,20,17.06104474,23.772014710000001,5.8644295299999998,81.834205220000001,frijol rojo
5,65,16,21.32776028,18.485229149999999,5.8667443720000003,109.10132609999999,frijol rojo
32,79,15,23.909101039999999,20.746193250000001,5.7061986210000004,81.602112430000005,frijol rojo
11,78,22,23.897567909999999,22.743789769999999,5.9405468179999996,112.6616435,frijol rojo
0,55,22,22.986669280000001,20.579406079999998,5.9167792889999999,143.85849380000005,frijol rojo
14,59,15,21.351357289999999,22.912448829999999,5.7790904760000004,146.45486450000001,frijol rojo
29,68,23,24.1638445,19.27907819,5.8273802899999998,116.73243239999999,frijol rojo
32,68,19,24.62835037,18.183251689999999,5.514234138,149.74410280000001,frijol rojo
17,64,17,21.022132089999999,24.938962549999999,5.6626991039999997,124.61184710000001,frijol rojo
13,69,19,17.308445320000001,20.017309139999998,5.86390397,115.199245,frijol rojo
14,67,22,23.825767039999999,24.754850980000001,5.6246902479999994,84.641436319999997,frijol rojo
9,69,20,19.306072780000001,23.963627989999999,5.5915609990000004,129.34493259999999,frijol rojo
20,73,22,16.037686149999999,22.331958530000001,5.9763125379999993,130.3900798,frijol rojo
40,78,20,19.185728090000001,20.833983409999998,5.6692362579999998,80.152934349999995,frijol rojo
27,72,23,19.92889503,21.799921149999999,5.9619344810000001,64.026407969999994,frijol rojo
14,67,15,19.563764679999998,24.67385131,5.6900656879999998,139.29210040000001,frijol rojo
7,56,18,18.31357543,24.329916489999999,5.6983713109999998,76.141539039999998,frijol rojo
27,65,18,20.109937609999999,23.223237659999999,5.5950316300000003,73.363864770000006,frijol rojo
30,63,16,23.605065719999999,21.905395769999998,5.5259045260000015,100.5978728,frijol rojo
37,70,25,19.731369090000001,24.894873539999999,5.8194037710000002,84.063541150000006,frijol rojo
27,63,19,20.934098769999999,21.1893007,5.562201934,133.1914419,frijol rojo
22,60,24,18.78226261,20.247683139999999,5.6306647529999996,104.2570723,frijol rojo
56,79,15,29.484399920000001,63.199153250000002,7.4545321370000002,71.890907479999996,frijol negro
25,62,21,26.734339649999999,68.139997210000004,7.0400560939999997,67.150963759999996,frijol negro
42,61,22,26.272744070000002,62.288148569999997,7.4186506679999997,70.232075570000006,frijol negro
42,73,25,34.036791839999999,67.211138439999999,6.5018693140000003,73.235736009999997,frijol negro
44,58,18,28.036440509999998,65.066016640000001,6.8144109279999991,72.495077409999993,frijol negro
50,55,16,28.814607160000001,65.335381119999994,7.5814428879999998,62.262425329999999,frijol negro
35,72,21,34.036194940000001,64.287913880000005,7.7414187720000003,66.855108680000001,frijol negro
30,64,20,33.864293500000002,61.570724980000001,6.5735316140000002,68.021998249999996,frijol negro
27,64,21,32.84213012,68.684014919999996,7.5438042229999986,73.671661819999997,frijol negro
50,74,17,27.100532680000001,63.36085585,6.5408207999999997,73.84949872,frijol negro
39,73,24,25.658425319999999,61.18235808,7.2240591700000003,69.286078279999998,frijol negro
57,67,25,32.347440089999999,66.614528120000003,7.5513643190000002,64.558822539999994,frijol negro
52,63,19,29.589490309999999,68.321767690000001,6.9288986589999997,67.530212129999995,frijol negro
55,66,22,30.912194589999999,68.794273880000006,7.7477752629999994,66.638306369999995,frijol negro
51,56,18,28.127878379999999,64.209776500000004,6.7065059150000002,70.863407550000005,frijol negro
36,66,15,30.085453640000001,69.348119879999999,6.6682385560000004,67.136744300000004,frijol negro
59,55,19,31.743794869999999,62.510076869999999,7.3323751379999997,68.970975379999999,frijol negro
50,58,23,27.813268520000001,62.504604639999997,7.5968020249999997,69.755555409999999,frijol negro
30,65,25,32.887338489999998,64.594574089999995,7.7065089499999999,71.505694559999995,frijol negro
20,62,18,29.363587209999999,64.987429469999995,7.3665426470000002,61.912087069999998,frijol negro
58,71,15,27.82592799,67.586188299999989,6.9192437020000002,74.012297070000002,frijol negro
25,71,24,28.495387350000001,60.448484069999999,7.1877218179999991,74.915595139999994,frijol negro
52,71,16,27.742747609999999,68.539971440000002,7.0758864720000005,71.786153279999994,frijol negro
40,63,18,30.41588462,67.663238039999996,6.7444116799999998,63.024731850000002,frijol negro
20,60,25,27.325420900000001,69.090478090000005,6.7264690879999991,61.192508590000003,frijol negro
48,61,21,30.284966189999999,61.692951270000002,6.6282648829999999,65.628595259999997,frijol negro
49,68,22,28.56840626,61.532786219999998,7.1270642070000001,63.497263310000001,frijol negro
48,62,15,25.36586097,66.637972399999995,7.5386314620000006,65.816558920000006,frijol negro
32,66,17,34.9466155,65.267740110000005,7.1623576409999998,70.141513900000007,frijol negro
21,63,22,25.097373910000002,67.72837887,6.8594094870000006,74.616498879999995,frijol negro
20,72,19,32.476483010000003,64.348487349999999,7.3971908439999998,65.82045699999999,frijol negro
25,65,21,33.863511719999998,68.592322890000005,6.8802457889999999,69.244640959999998,frijol negro
41,78,21,25.19857725,60.37332688,6.5813131370000004,70.88787207,frijol negro
53,67,17,31.776816820000001,69.018528939999996,7.2969721610000002,61.468928730000002,frijol negro
39,60,21,34.898149459999999,63.599485569999999,6.9729765600000002,64.727971429999997,frijol negro
25,76,17,31.741054089999999,68.635254279999998,7.2411485070000001,62.3061735,frijol negro
21,78,19,27.161590759999999,66.760172389999994,6.9200904799999998,69.851122649999994,frijol negro
57,60,17,26.237731289999999,67.885213960000002,7.504608385,73.586639680000005,frijol negro
56,75,15,30.20157245,60.065348589999999,7.1522722559999998,66.371711790000006,frijol negro
49,72,15,31.55846339,67.835637649999995,7.1370047489999999,74.869608310000004,frijol negro
24,80,19,29.67892453,69.085455400000001,6.8080417220000005,65.664365649999993,frijol negro
49,76,18,27.05365239,67.7017527,7.3936318679999999,60.469383499999999,frijol negro
28,68,19,34.63880966,61.385978680000001,7.6995069799999998,72.431691150000006,frijol negro
55,78,21,33.394387520000002,62.936928860000002,6.6028882489999985,63.57445989,frijol negro
50,64,25,28.840791549999999,63.372306760000001,6.7344474249999999,70.254967489999999,frijol negro
34,80,19,31.493383089999998,63.056364500000001,6.5212179629999998,71.483270079999997,frijol negro
20,68,23,25.54960633,63.954255340000003,7.7073324840000002,63.1830529,frijol negro
55,67,16,34.373291119999998,69.693664260000006,6.5967190149999997,70.271847480000005,frijol negro
23,70,15,34.600824700000004,63.112967789999999,7.4036233549999997,60.417902529999999,frijol negro
53,74,15,29.434638079999999,64.943293560000001,7.5170969999999997,72.178181570000007,frijol negro
26,67,16,29.107130919999999,67.905773749999994,7.1762082300000003,67.833459329999997,frijol negro
33,80,22,28.570061110000001,65.717657810000006,6.5939617610000001,70.0866434,frijol negro
37,79,19,27.543848350000001,69.347863099999998,7.1439427579999997,69.408781980000001,frijol negro
33,75,21,33.046879680000004,68.938756310000002,6.6906550449999997,62.302782739999998,frijol negro
22,55,20,33.953091309999998,69.961000279999993,7.4235303510000001,61.163504629999998,frijol negro
20,68,17,30.118730029999998,60.116808149999997,6.5787148429999993,71.729803750000002,frijol negro
43,68,20,29.578127120000001,66.175876680000002,7.4974692559999996,69.438954910000007,frijol negro
44,76,22,27.264589470000001,68.012329370000003,7.7753062720000008,68.917543589999994,frijol negro
34,60,16,31.357307909999999,64.249921060000005,7.3225552229999993,63.85668948,frijol negro
21,72,17,31.521047320000001,66.557236770000003,7.5805273389999996,61.711114479999999,frijol negro
25,68,19,29.39982732,64.255107190000004,7.1084501210000015,67.476772949999997,frijol negro
41,62,15,29.384002590000001,64.149284850000001,7.3589745410000003,65.241943610000007,frijol negro
28,65,23,28.38686534,61.888711270000002,7.4051761379999999,74.244591220000004,frijol negro
35,64,15,28.474422759999999,63.536044529999998,6.5001449620000002,69.5274407,frijol negro
52,58,16,30.64095781,61.14508627,7.167435834,71.369475249999994,frijol negro
58,75,25,25.255962390000001,61.366696619999999,7.2617917529999998,68.646850689999994,frijol negro
34,66,19,32.970305109999998,60.181220779999997,7.5866421009999998,73.446786779999996,frijol negro
52,70,16,33.668553940000002,66.604168670000007,7.5348118329999991,67.325205510000004,frijol negro
23,57,19,32.839637570000001,67.998035729999998,7.2510007889999999,73.404527160000001,frijol negro
42,58,25,27.45853567,62.900209769999996,6.5136209179999991,69.460209269999993,frijol negro
37,62,17,25.685767040000002,69.843540279999999,7.1212549279999999,74.620687480000001,frijol negro
44,75,22,30.0328403,64.148005370000007,7.5745615470000001,71.210068680000006,frijol negro
21,80,20,28.206672640000001,68.270852450000007,7.3508697920000001,64.328871419999999,frijol negro
56,76,16,28.272658580000002,61.189561609999998,7.5131510760000015,63.299007850000002,frijol negro
29,76,15,28.541723600000005,64.202015399999993,7.0256077060000015,69.688623059999998,frijol negro
43,61,20,26.871870359999999,61.613672639999997,6.8042538659999998,63.518220450000001,frijol negro
55,60,15,32.797667509999997,68.779940740000001,7.1630438720000003,64.114110690000004,frijol negro
44,63,15,26.423330180000001,64.511368450000006,7.3389295560000001,63.465464869999998,frijol negro
29,67,21,29.791811070000001,63.387892280000003,6.6213236120000003,63.021699089999998,frijol negro
47,63,16,27.44003279,67.104643690000003,6.6618709989999996,72.506697680000002,frijol negro
40,68,17,34.126297899999997,65.148774610000004,7.7331495539999997,70.407950069999998,frijol negro
58,61,15,30.949081889999999,64.233641120000001,7.4028916660000004,62.787309069999999,frijol negro
41,74,18,28.757517830000001,61.02701476,6.5991472979999992,73.376868310000006,frijol negro
58,79,17,27.247664910000001,66.101230830000006,7.0417412400000003,62.318420570000001,frijol negro
27,62,24,28.630054770000001,66.770943000000003,7.3538767539999998,62.273734500000003,frijol negro
27,60,17,26.41768321,63.64698302,7.0267953589999985,64.421771269999994,frijol negro
52,65,20,32.817052160000003,66.156651370000006,6.8143010329999996,68.839248819999995,frijol negro
44,55,25,29.632105200000002,65.913599540000007,7.4216083199999998,71.163319749999999,frijol negro
21,62,24,33.490770650000002,62.733172039999999,6.8473828910000005,65.453284629999999,frijol negro
60,59,22,31.868472860000001,66.742174640000002,7.191522601,74.222385829999993,frijol negro
33,77,21,30.329922270000001,65.629718580000002,7.0128552900000001,71.646312809999998,frijol negro
59,58,17,28.546223999999999,66.313940979999998,7.3683188089999998,62.834698510000003,frijol negro
29,63,17,30.026299080000001,67.888116370000006,7.2615432899999997,66.472646359999999,frijol negro
59,63,18,31.655311749999999,60.132637129999999,6.5266915799999996,66.690967509999993,frijol negro
29,70,15,30.334996740000001,63.54718862,6.8725944610000003,74.166991190000005,frijol negro
58,73,16,33.369843950000003,65.677181630000007,6.8741421750000002,64.895174879999999,frijol negro
55,77,22,31.434505900000001,62.993034710000003,7.7606183099999999,64.776514689999999,frijol negro
42,79,23,27.716782729999998,63.29103387,6.7818419839999997,68.565079780000005,frijol negro
44,77,21,32.639186680000002,61.300905100000001,7.3269804540000001,61.838761460000001,frijol negro
38,62,25,32.747739299999999,67.779545839999997,7.4539754079999998,63.377844430000003,frijol negro
32,76,15,28.05153602,63.498021889999997,7.6041101770000008,43.357953770000002,lenteja
13,61,22,19.440843260000001,63.277714609999997,7.7288324240000001,46.831301189999998,lenteja
38,60,20,29.84823072,60.638726130000002,7.4912171020000002,46.804525949999999,lenteja
11,74,17,21.363837570000001,69.923758910000004,6.6338645820000002,46.635286499999999,lenteja
37,71,16,26.286639310000002,68.519667290000001,7.3248634810000004,46.138330070000002,lenteja
29,71,18,22.174999629999999,62.138738250000003,6.4104414759999999,53.46622584,lenteja
2,72,18,26.575975459999999,60.978765989999999,7.836719564,50.891107259999998,lenteja
6,59,21,26.589725170000001,66.140076739999998,6.139215944,50.909944629999998,lenteja
13,64,20,19.134577100000001,62.575268950000002,6.5905710879999999,36.469469709999998,lenteja
8,58,17,28.752731180000001,69.156401489999993,7.2860499779999994,35.15426171,lenteja
6,77,20,25.787462680000001,60.281629799999997,6.058306161,49.143371770000002,lenteja
2,75,22,23.89271875,61.787794130000002,6.6586053620000003,52.557301119999998,lenteja
3,69,23,28.674087740000001,63.188329760000002,7.2993607669999996,42.960186270000001,lenteja
27,80,24,28.42062847,61.773363430000003,7.8152106610000001,49.023668030000003,lenteja
39,78,15,21.354994560000002,62.601363229999997,5.9253917950000004,41.782198340000001,lenteja
40,79,17,21.126955859999999,63.187385319999997,6.4036836189999997,38.718344639999998,lenteja
37,62,22,24.02037872,61.623133449999997,7.3975462710000004,49.78102578,lenteja
31,60,24,25.40474421,65.856753900000001,7.7223359919999996,51.920572669999999,lenteja
22,67,22,29.030175610000001,64.491665659999995,7.4759266450000004,54.939377100000009,lenteja
3,78,18,20.21368219,68.652576850000003,6.8871300529999999,50.897329890000002,lenteja
4,80,16,29.195855479999999,68.019657280000004,7.4419768250000002,44.932619109999997,lenteja
13,61,24,18.297835970000001,69.689761500000003,7.6299102529999994,49.391114790000003,lenteja
12,66,20,27.414349869999999,63.417859819999997,7.3361172210000003,44.431775430000002,lenteja
4,61,21,24.840639979999999,60.091166260000001,6.7502052900000002,48.777903709999997,lenteja
9,60,21,29.94413861,67.313230840000003,7.5217802699999998,40.37113729,lenteja
18,66,22,25.879902869999999,67.551090239999994,6.3473791850000003,47.896452240000002,lenteja
32,56,18,20.046771100000001,65.843953189999993,7.1352515320000007,46.053331239999999,lenteja
6,72,15,22.994519990000001,66.708972369999998,7.670178119,54.490441539999999,lenteja
15,77,20,25.131636189999998,66.926423619999994,7.399749291,49.040155579999997,lenteja
0,65,24,28.495843950000001,62.446162190000003,7.841496029,53.14531023,lenteja
30,79,22,18.287661239999998,69.485150559999994,6.2542166110000004,48.604494379999998,lenteja
3,63,16,24.38041875,61.184582239999997,6.8688817079999991,53.139466949999999,lenteja
2,78,23,21.318521480000001,66.439345930000002,7.3205147210000003,45.426168019999999,lenteja
10,78,18,18.54141834,62.706375780000002,6.296976913,44.078197430000003,lenteja
14,67,25,25.287106009999999,60.859935329999999,7.2411519359999996,49.373699819999999,lenteja
39,65,23,25.43459777,69.126133760000002,7.6859593049999999,41.026829249999999,lenteja
19,72,15,28.836009619999999,69.761129209999993,6.8907601239999998,44.085625460000003,lenteja
18,57,21,27.376596429999999,63.93927841,6.1559159750000001,49.473717729999997,lenteja
31,58,15,28.318868630000001,60.194613990000001,6.1678553820000008,45.365212509999999,lenteja
28,58,25,27.481864900000001,62.048149510000002,6.8616400359999998,37.811239739999998,lenteja
5,65,19,18.28072173,68.103653870000002,6.9783616889999998,48.802532849999999,lenteja
16,65,19,27.612049970000001,69.297862440000003,7.0431602409999998,42.72374404,lenteja
34,65,19,23.439746530000001,63.220117260000002,5.9423922200000003,45.402772970000001,lenteja
14,69,19,20.95628486,63.681288410000001,7.2394551470000001,52.39881209,lenteja
22,55,16,23.793715299999999,68.032091829999999,6.5163175610000001,49.739220969999998,lenteja
24,61,17,22.637142399999998,65.445448589999998,6.2332690450000001,38.304110770000001,lenteja
2,79,15,21.535778830000002,65.472277039999994,7.5052836149999997,35.751075919999998,lenteja
26,63,17,29.878545880000001,65.730852060000004,6.9503006860000003,44.956547819999997,lenteja
27,61,15,25.265329099999999,67.100045769999994,6.9580548389999999,48.33941188,lenteja
24,70,16,25.178853159999999,68.933073050000004,6.5480346899999997,35.034848119999999,lenteja
13,74,25,24.121926080000001,61.09533545,6.4616185770000003,44.236292849999998,lenteja
6,64,23,23.335652209999999,67.404607040000002,7.0652640729999998,36.186787209999999,lenteja
12,58,23,21.746000810000002,63.395031840000001,6.7650914620000009,50.433060849999997,lenteja
32,79,22,27.60195453,63.461706739999997,5.9164537900000003,54.378141990000003,lenteja
6,68,18,24.388717,62.504530619999997,6.7113411470000006,47.260524940000003,lenteja
10,79,20,24.98287462,66.895409000000001,6.3798814420000003,38.213705679999997,lenteja
38,77,22,28.234829000000001,69.315996499999997,6.3132842679999994,35.368314230000003,lenteja
17,74,17,26.03026959,69.558631449999993,7.3932108479999998,37.113958009999998,lenteja
26,68,24,28.048495939999999,64.076919419999996,7.5049309729999996,37.158249660000003,lenteja
23,75,17,24.874255049999999,64.002139290000002,7.198076286,48.281374820000003,lenteja
32,78,22,23.97081395,62.355575530000003,7.0070375150000004,53.409060480000001,lenteja
19,79,19,20.060039849999999,67.762525830000001,6.6772625620000001,42.895090570000001,lenteja
22,60,18,19.592210470000001,61.286334050000001,6.7439803500000002,41.770489300000001,lenteja
28,69,16,29.77013109,66.293270120000003,6.5473616179999992,35.696741379999999,lenteja
1,67,21,27.521353649999998,60.536576840000002,6.5515775979999997,48.064913070000003,lenteja
12,67,23,25.628962130000001,63.14909763,6.5850203029999994,45.496839909999998,lenteja
